38.00	323.00	202.00	308.00	216.00	517.00	54.00	540.00	
38.00	322.99	202.01	308.01	216.00	517.00	54.01	540.00	
38.00	322.99	202.00	308.00	216.00	516.98	53.98	539.98	
38.01	322.99	202.00	308.01	216.03	516.96	53.98	539.99	
38.01	322.99	201.99	308.01	216.03	516.95	53.98	539.99	
38.01	322.99	201.99	308.02	216.02	516.94	54.00	539.98	
38.01	323.00	201.99	308.02	216.00	516.96	53.99	539.99	
38.01	323.00	201.98	308.02	216.00	516.96	53.97	539.99	
38.01	322.99	201.99	308.02	216.03	516.96	53.96	539.99	
38.01	322.99	201.99	308.01	216.01	516.97	53.98	539.98	
38.00	322.99	202.00	308.01	216.00	516.97	53.98	539.99	
38.01	322.99	201.99	308.01	216.03	516.96	53.98	539.99	
38.01	322.99	202.00	308.02	216.02	516.95	53.99	539.99	
38.01	322.99	202.00	308.01	216.02	516.95	53.99	539.97	
38.00	322.99	202.00	308.01	216.01	516.96	53.97	539.99	
38.01	322.99	201.99	308.02	216.02	516.96	53.97	539.99	
38.01	322.99	202.00	308.01	216.01	516.96	53.99	539.98	
38.01	322.99	201.99	308.01	216.00	516.97	53.99	539.99	
38.00	322.99	202.00	308.01	216.01	516.97	53.98	539.99	
38.00	322.99	201.98	308.00	216.01	516.98	54.00	539.99	
38.01	323.00	201.99	308.02	216.01	516.98	54.01	539.98	
38.00	322.99	201.99	308.02	216.01	516.97	53.98	539.99	
38.00	323.00	201.99	308.02	216.00	516.97	54.00	539.99	
38.00	323.00	201.98	308.01	216.02	516.98	54.00	539.99	
38.01	323.00	201.99	308.02	216.01	516.97	53.98	539.97	
38.01	322.99	201.99	308.02	216.01	517.00	53.98	540.00	
38.01	322.99	202.00	308.01	216.00	516.98	53.99	540.00	
38.01	322.99	201.99	308.02	216.01	516.98	54.00	540.00	
38.01	322.99	202.00	308.01	216.01	516.98	53.98	539.99	
38.00	322.99	202.00	308.01	216.01	516.97	53.98	539.99	
38.01	322.99	201.99	308.02	216.02	516.97	53.99	540.00	
38.01	322.99	202.00	308.02	216.01	516.98	53.99	539.99	
38.00	322.99	201.99	308.02	215.99	516.98	54.01	539.99	
38.01	322.99	201.98	308.02	216.01	516.97	53.99	540.00	
38.00	322.98	202.00	308.02	216.00	516.99	54.01	539.99	
38.00	322.98	202.00	308.01	215.98	516.99	54.00	540.00	
38.00	322.98	202.00	308.02	216.00	517.00	54.01	540.01	
38.00	322.98	202.00	308.01	216.00	516.97	54.00	539.99	
38.00	322.99	201.99	308.02	216.00	516.98	53.99	539.99	
38.00	322.99	202.00	308.02	216.01	516.99	54.01	540.00	
38.00	322.99	202.01	308.01	216.01	516.98	54.00	539.99	
38.00	322.99	202.00	308.02	216.01	516.98	54.00	539.99	
38.00	322.99	202.00	308.01	216.01	516.97	54.00	540.00	
38.00	322.98	202.00	308.01	216.02	516.98	54.01	539.99	
38.00	322.98	202.01	308.02	216.01	516.98	54.01	539.98	
38.00	322.98	201.99	308.02	216.01	516.99	54.01	539.99	
38.01	322.99	201.98	308.02	216.00	516.98	54.01	539.99	
38.01	323.00	201.99	308.02	215.99	517.00	54.01	540.02	
38.00	322.99	201.99	308.02	215.98	517.00	54.00	540.00	
38.00	322.98	202.00	308.02	216.01	516.99	54.01	540.00	
38.00	322.98	201.99	308.01	215.99	516.99	53.99	539.98	
38.00	322.99	201.99	308.02	215.98	517.01	54.02	539.99	
38.00	322.98	202.00	308.02	216.00	517.01	54.01	539.99	
38.00	322.99	202.00	308.02	216.01	517.01	54.00	539.99	
38.00	322.98	202.01	308.02	215.99	517.01	54.02	539.97	
38.00	322.98	202.01	308.02	216.01	517.02	54.01	539.98	
38.00	322.99	202.01	308.02	216.00	517.01	54.02	539.99	
38.00	322.99	202.01	308.02	216.00	517.01	54.01	540.01	
38.00	323.00	202.00	308.02	216.00	517.01	54.00	539.98	
38.00	323.00	202.00	308.01	215.99	517.00	54.01	539.99	
38.00	322.99	202.00	308.01	215.98	517.01	54.00	539.98	
38.00	323.00	202.01	308.01	216.00	517.00	54.00	539.98	
38.00	323.00	202.01	308.01	216.02	517.01	54.00	539.98	
38.00	323.00	202.00	308.01	216.01	517.01	54.01	539.99	
38.00	323.00	202.00	308.01	216.01	517.02	54.01	539.99	
38.00	322.99	202.00	308.02	216.01	517.01	54.01	539.99	
38.00	322.99	202.00	308.02	216.01	517.03	54.00	539.99	
38.00	322.99	202.00	308.01	216.01	517.03	54.01	539.99	
38.00	322.99	202.00	308.02	216.01	517.03	54.01	539.99	
38.00	322.99	202.00	308.02	216.01	517.02	54.01	539.98	
38.00	322.99	202.00	308.01	216.01	517.02	54.01	539.98	
38.00	322.99	202.00	308.01	216.01	517.02	54.02	539.98	
38.00	322.99	202.00	308.01	216.02	517.02	54.02	539.99	
38.00	322.98	202.00	308.01	216.01	517.02	54.01	539.99	
38.00	322.99	201.99	308.01	216.01	517.02	54.01	539.97	
38.00	322.99	201.99	308.01	216.01	517.03	54.00	539.98	
38.00	322.99	201.99	308.01	216.00	517.02	54.01	539.98	
38.00	322.99	201.99	308.01	216.01	517.03	54.00	539.98	
38.00	322.99	202.00	308.02	216.01	517.03	54.01	539.96	
38.00	323.00	202.00	308.02	216.01	517.03	53.99	539.97	
38.00	322.99	202.00	308.02	216.01	517.03	54.00	539.98	
38.00	322.99	202.00	308.02	216.01	517.03	54.01	539.97	
38.00	322.99	202.01	308.02	216.01	517.03	54.01	539.98	
38.00	323.00	202.00	308.02	216.01	517.03	53.99	539.98	
38.00	322.99	202.01	308.02	216.01	517.03	54.00	539.97	
38.00	322.99	201.99	308.01	216.01	517.03	54.00	539.98	
38.00	322.99	201.98	308.01	216.01	517.03	54.01	539.97	
38.01	322.99	202.00	308.01	216.00	517.03	54.01	539.97	
38.01	322.98	201.99	308.01	216.02	517.03	54.01	539.98	
38.01	322.98	201.99	308.01	216.03	517.02	54.01	539.99	
38.01	322.98	202.00	308.01	216.03	517.02	54.01	539.99	
38.01	322.98	202.01	308.02	216.02	517.03	54.01	539.98	
38.01	322.99	202.00	308.01	216.01	517.02	54.01	539.98	
38.01	322.97	201.99	308.02	216.02	517.02	54.01	539.97	
38.01	322.98	201.99	308.01	216.01	517.02	54.00	539.99	
